"Event","White","Black","Result","UTCDate","UTCTime","WhiteElo","BlackElo","WhiteRatingDiff","BlackRatingDiff","ECO","Opening","TimeControl","Termination","AN"
" Bullet tournament ","ValMed","louisaaa","1-0","2016.07.01","13:05:31","1758","1897","17.0","-17.0","C30","King's Gambit Declined, Queen's Knight Defense","60+0","Time forfeit","1. e4 e5 2. f4 Nc6 3. f5 d5 4. exd5 Qxd5 5. Nc3 Qd8 6. d3 Bxf5 7. Be3 Bd6 8. Nge2 Bd7 9. Ng3 f5 10. Be2 Nf6 11. Bg5 O-O 12. O-O Qe7 13. Nd5 h6 14. Nxe7+ Bxe7 15. Bxf6 Bxf6 16. Nxf5 Bxf5 17. Rxf5 Nd4 18. Bf3 Nxf5 19. Bxb7 Rab8 20. Bd5+ Kh8 21. b3 Nd4 22. Qg4 c6 23. Qg6 cxd5 24. Rf1 Nxc2 25. g4 Ne3 26. Rf3 Rbc8 27. Rxe3 Rc1+ 28. Kf2 e4 29. Re2 Bd4+ 30. Kg2 exd3 31. Kh3 dxe2 32. Qd3 e1=Q 33. Qxd4 Qf1+ 34. Kh4 Rc2 35. h3 Rh2 36. Qd3 Qxh3+ 37. Qxh3 Rxh3+ 38. Kxh3 Rf2 39. Kg3 Rxa2 40. Kh4 1-0"
" Bullet tournament ","panicmonster","lj1983","0-1","2016.07.01","13:05:31","1618","1942","-4.0","3.0","D78","Neo-Gruenfeld Defense: Classical Variation, Original Defense","60+0","Normal","1. d4 c6 2. c4 d5 3. Nf3 g6 4. g3 Bg7 5. Bg2 Nf6 6. O-O O-O 7. Nc3 Nbd7 8. Re1 Qc7 9. Qc2 e5 10. dxe5 Nxe5 11. cxd5 cxd5 12. Nxe5 Qxe5 13. Bf4 Qh5 14. Bf3 Bg4 15. Bg2 d4 16. Ne4 Nxe4 17. Bxe4 Rae8 18. Bf3 Bxf3 19. exf3 Qxf3 20. Qc5 Rxe1+ 21. Rxe1 d3 22. Qe3 Qxe3 23. Bxe3 Re8 24. Rd1 Bxb2 25. Kf1 Rd8 26. Ke1 Bc3+ 27. Kf1 d2 28. Ke2 f5 29. Bxd2 Rxd2+ 30. Rxd2 Bxd2 31. Kxd2 Kf7 32. Kd3 Ke6 33. Kd4 Kd6 34. f4 a5 35. a4 b6 36. Kc4 Kc6 37. h4 h6 38. Kb3 Kc5 39. Kc3 b5 40. axb5 Kxb5 41. Kb3 a4+ 42. Kb2 Kb4 43. Kb1 Ka3 44. Ka1 Kb3 45. Kb1 h5 46. Ka1 a3 47. Kb1 a2+ 48. Ka1 Ka3 49. g4 fxg4 50. f5 g3 51. f6 g2 52. f7 g1=Q# 0-1"
" Bullet tournament ","tactical_abyss","ZB_IC","0-1","2016.07.01","13:05:31","2078","2125","-10.0","12.0","E90","King's Indian Defense: Zinnowitz Variation","60+0","Normal","1. e4 g6 2. d4 Bg7 3. c4 Nf6 4. Nf3 d6 5. Nc3 O-O 6. Bg5 c5 7. d5 Na6 8. Qd2 Nc7 9. Bh6 a6 10. Bxg7 Kxg7 11. h4 e5 12. h5 Nxh5 13. Rxh5 gxh5 14. Be2 h6 15. O-O-O Bg4 16. Rg1 b5 17. Nh2 Bxe2 18. Qxe2 Qg5+ 19. Kb1 bxc4 20. g4 h4 21. f4 Qxf4 22. g5 hxg5 23. Nf3 f6 24. Nd1 Nb5 25. Ne3 Nd4 26. Nf5+ Nxf5 27. exf5 Qxf5+ 28. Ka1 Qf4 29. Nh2 Rab8 30. Ng4 Rb4 31. Ne3 Rfb8 32. Rb1 a5 33. a3 Rb3 34. Ng2 Qd4 35. Qg4 Rxa3# 0-1"
" Blitz ","jk729fx","onur91","0-1","2016.07.01","13:05:35","1359","1691","-7.0","3.0","C48","Four Knights Game: Spanish Variation","180+0","Normal","1. e4 e5 2. Nc3 Nf6 3. Nf3 Nc6 4. Bb5 d6 5. Bxc6+ bxc6 6. d3 Bg4 7. O-O d5 8. exd5 cxd5 9. h3 Bh5 10. g4 Nxg4 11. Nxe5 Nxe5 12. Re1 Bxd1 13. Rxd1 Qh4 0-1"
" Classical ","bogdankukic","Meruet_kazakh","1-0","2016.07.01","13:05:33","2059","1867","6.0","-6.0","A04","Zukertort Opening: Sicilian Invitation","300+7","Normal","1. Nf3 c5 2. g3 a6 3. Bg2 Nc6 4. c4 b5 5. cxb5 axb5 6. Nc3 b4 7. Ne4 Bb7 8. Nxc5 Qb6 9. Nxb7 Qxb7 10. O-O e6 11. Ne5 Nge7 12. d4 Qc7 13. Bf4 Qb6 14. a3 g6 15. axb4 Rxa1 16. Qxa1 Qa7 1-0"
" Blitz ","sanjtranj","avi2534","0-1","2016.07.01","13:05:28","1525","1663","-6.0","16.0","C27","Vienna Game #2","120+2","Normal","1. e4 { [%eval 0.26] } 1... e5 { [%eval 0.29] } 2. Bc4 { [%eval 0.04] } 2... Nf6 { [%eval 0.05] } 3. Nc3 { [%eval 0.14] } 3... Nxe4 { [%eval 0.14] } 4. Nxe4?! { [%eval -0.54] } 4... d5 { [%eval -0.6] } 5. Bb5+ { [%eval -0.63] } 5... c6 { [%eval -0.78] } 6. Nd6+? { [%eval -1.97] } 6... Qxd6 { [%eval -1.63] } 7. Be2 { [%eval -1.79] } 7... Bf5 { [%eval -1.54] } 8. Nf3 { [%eval -1.52] } 8... Qc5 { [%eval -1.08] } 9. d3 { [%eval -1.21] } 9... Nd7 { [%eval -1.32] } 10. O-O { [%eval -1.28] } 10... O-O-O { [%eval -0.84] } 11. a3 { [%eval -0.98] } 11... Nf6? { [%eval 0.17] } 12. Ng5? { [%eval -1.16] } 12... Bg6 { [%eval -1.1] } 13. Bg4+ { [%eval -1.56] } 13... Kb8 { [%eval -1.53] } 14. Kh1? { [%eval -3.13] } 14... h6 { [%eval -3.1] } 15. Nh3 { [%eval -3.09] } 15... Nxg4 { [%eval -3.15] } 16. Qxg4 { [%eval -2.94] } 16... Bd6?! { [%eval -2.2] } 17. f4 { [%eval -2.26] } 17... h5?! { [%eval -1.65] } 18. Qe2 { [%eval -1.65] } 18... Bf5? { [%eval -0.51] } 19. Rf3? { [%eval -3.1] } 19... e4?! { [%eval -2.35] } 20. dxe4 { [%eval -2.38] } 20... Bxe4 { [%eval -2.52] } 21. Rg3 { [%eval -2.84] } 21... g6?! { [%eval -2.29] } 22. Ng5 { [%eval -2.24] } 22... Rdf8? { [%eval -1.09] } 23. Nxe4 { [%eval -1.2] } 23... dxe4 { [%eval -1.2] } 24. Qxe4?? { [%eval -5.36] } 24... Re8 { [%eval -5.21] } 25. Qxe8+?? { [%eval -9.8] } 25... Rxe8 { [%eval -9.5] } 26. h4? { [%eval #-3] } 26... Re1+ { [%eval #-2] } 27. Kh2 { [%eval #-2] } 27... Qg1+ { [%eval #-1] } 28. Kh3 { [%eval #-1] } 28... Qh1# 0-1"
" Classical ","m-rizk99","COMM7","0-1","2016.07.01","13:05:33","1500","1626","-121.0","7.0","D00","Queen's Pawn Game #2","300+8","Normal","1. d4 d5 2. e3 e6 3. Nc3 Nf6 4. Nf3 Be7 5. Be2 O-O 6. h3 c5 7. dxc5 Bxc5 8. O-O Nc6 9. a3 Bd6 10. b4 Bb8 11. Bb2 Qc7 12. Nb5 Qe7 13. c3 a6 14. Nbd4 Nxd4 15. cxd4 Ne4 16. Bd3 Qd6 17. Bxe4 dxe4 18. Ne5 f6 19. Nc4 Qh2# 0-1"
" Blitz ","ortuly","yorkennyc","0-1","2016.07.01","13:05:29","1730","1700","-12.0","12.0","C02","French Defense: Advance Variation, Nimzowitsch System","300+0","Normal","1. e4 e6 2. Nf3 d5 3. e5 c5 4. d4 Qb6 5. c3 Nc6 6. Be2 Nge7 7. b3 Nf5 8. g4 Nfe7 9. O-O Ng6 10. h3 Be7 11. Qd3 O-O 12. c4 dxc4 13. bxc4 cxd4 14. Nbd2 Ncxe5 15. Nxe5 Nxe5 16. Qe4 Ng6 17. Rb1 Qc5 18. Nb3 Qc7 19. Qxd4 b6 20. Be3 Bb7 21. Nd2 Qc6 22. f3 Rfd8 23. Qe4 Qc7 24. Qc2 Qg3+ 25. Kh1 Qxh3+ 26. Kg1 Nh4 27. Rf2 Qg3+ 28. Kf1 Rd7 29. Qc3 Rad8 30. Ne4 Qh3+ 31. Ke1 Ng2+ 32. Kf1 Nxe3+ 33. Kg1 Bxe4 34. fxe4 Qg3+ 35. Kh1 Qxf2 0-1"
" Bullet ","AliBekir","CursoryGlance","0-1","2016.07.01","13:05:31","1711","1756","-43.0","9.0","C00","French Defense: Knight Variation","60+0","Normal","1. e4 e6 2. Nf3 d5 3. Bc4 dxc4 4. d3 cxd3 5. cxd3 Nc6 6. Nc3 Bb4 7. O-O Bxc3 8. bxc3 Nge7 9. d4 f6 10. e5 Nd5 11. exf6 Nxf6 12. Bg5 O-O 13. Re1 Qd5 14. Rb1 h6 15. Rb2 hxg5 16. Nxg5 Qxg5 17. f4 Qxf4 18. Rf1 Qe3+ 19. Rbf2 Ng4 20. Qxg4 Rxf2 21. Rxf2 e5 22. Qf3 Qxf3 23. Rxf3 exd4 24. cxd4 Nxd4 25. Rd3 Ne6 26. Re3 Kf7 27. g4 Ke7 28. h4 c6 29. g5 Kf7 30. h5 Nxg5 31. Rg3 Kf6 32. h6 gxh6 33. Rd3 Bf5 34. a3 Ne6 35. Rf3 Rg8+ 36. Kf2 Rg4 37. Ke2 Ra4 38. Re3 Re4 39. Rxe4 Bxe4 40. a4 Bd5 41. Ke3 Nc5 42. Kd4 Nxa4 43. Kd3 Nb6 44. Ke3 h5 45. Ke2 h4 46. Kd2 h3 47. Ke3 h2 48. Kd3 h1=Q 49. Kd4 Qe4+ 50. Kc3 Nc4 51. Kb3 Qe3+ 52. Kb4 Qa3# 0-1"
" Bullet tournament ","Yoordin","shyar_khalil1","1-0","2016.07.01","13:05:31","2077","1803","4.0","-31.0","C49","Four Knights Game: Spanish Variation, Symmetrical Variation #3","60+0","Normal","1. e4 e5 2. Nc3 Nc6 3. Nf3 Nf6 4. Bb5 Bb4 5. d3 d6 6. O-O O-O 7. Bg5 Bg4 8. h3 Bxc3 9. bxc3 Be6 10. Ba4 a6 11. Bb3 b5 12. d4 Bd7 13. d5 Na5 14. Nh2 Nc4 15. Bxc4 bxc4 16. Qf3 h6 17. Bxf6 gxf6 18. Ng4 Kg7 19. g3 Rh8 20. Kg2 Qe7 21. Rh1 Rag8 22. Ne3 Kf8 23. a4 h5 24. Nxc4 h4 25. g4 Rh7 26. Ne3 Rhg7 27. Rhg1 Qd8 28. Nf5 Bxf5 29. Qxf5 Qc8 30. Qxc8+ Ke7 31. Qxc7+ Kf8 32. Qd8# 1-0"
" Classical ","The_SLiEnT_HuNTer","dentist_zloy","0-1","2016.07.01","13:05:34","1779","1742","-12.0","12.0","C77","Ruy Lopez: Morphy Defense, Anderssen Variation","600+1","Normal","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. d3 a6 5. Ba4 b5 6. Bb3 a5 7. a3 a4 8. Ba2 d5 9. c3 dxe4 10. dxe4 Qxd1+ 11. Kxd1 Nxe4 12. Be3 f5 13. Nbd2 f4 14. Nxe4 fxe3 15. fxe3 Bf5 16. Neg5 O-O-O+ 17. Ke2 Bd3+ 18. Kf2 Rd7 19. Be6 e4 20. Bxd7+ Kxd7 21. Nd4 Be7 22. Nxc6 Kxc6 23. Ne6 Bc4 24. Nxg7 Bf6 25. Nf5 Rf8 26. g3 Be6 27. g4 Bxf5 28. gxf5 Bh4+ 29. Kg2 Rxf5 30. Rhf1 Rg5+ 31. Kh3 Rh5 32. Rf4 Bg5+ 0-1"
" Blitz ","Thundermouse","vytuuu","0-1","2016.07.01","13:05:36","2092","2120","-10.0","10.0","B06","Modern Defense: Two Knights Variation","180+3","Normal","1. d4 g6 2. Nc3 Bg7 3. e4 d6 4. Nf3 Bg4 5. Be3 Nc6 6. Qd2 Bxf3 7. gxf3 e5 8. Bb5 Kf8 9. Bxc6 bxc6 10. O-O-O h5 11. dxe5 Bxe5 12. Bd4 Qf6 13. Bxe5 Qxe5 14. f4 Qc5 15. Qd4 Qxd4 16. Rxd4 Nf6 17. f3 h4 18. Rc4 c5 19. Nb5 Ne8 20. Ra4 a6 21. Nc3 Ke7 22. Nd5+ Kd7 23. Rg1 Ng7 24. f5 Nh5 25. fxg6 Rhg8 26. Rg5 fxg6 27. Rxh5 gxh5 28. Nf6+ Ke6 29. Nxg8 Rxg8 30. f4 Rg2 31. h3 Rg3 32. Ra3 d5 33. exd5+ Kxd5 34. Kd2 Rxa3 0-1"
" Bullet ","mpooo15","mimola","1-0","2016.07.01","13:05:36","1640","1722","13.0","-13.0","C02","French Defense: Advance Variation, Paulsen Attack","120+0","Time forfeit","1. e4 e6 2. d4 d5 3. e5 c5 4. c3 Nc6 5. Nf3 Nge7 6. Bd3 Nf5 7. Bxf5 exf5 8. O-O Be6 9. Nbd2 h6 10. Re1 Be7 11. Nf1 Qb6 12. Be3 c4 13. Qc1 Qc7 14. a4 Kd7 15. Ng3 a6 16. Qc2 g6 17. Nf1 h5 18. Bg5 b5 19. Bxe7 Kxe7 20. axb5 axb5 21. Ng5 Qb7 22. Nxe6 fxe6 23. Qd2 Kf7 24. Qg5 Qe7 25. Qxe7+ Kxe7 26. Ne3 g5 27. Nc2 Kd7 28. Kf1 Kc7 29. Ke2 Kb7 30. Kd2 Ra5 31. Rxa5 Nxa5 32. Nb4 Ra8 33. Kc2 Nb3 34. h3 Rh8 35. g3 h4 36. Rg1 hxg3 37. Rxg3 Rh5 38. Kd1 Kb6 39. Nc2 Kc6 40. Ne3 Kd7 41. Ng2 Ke7 42. h4 1-0"
" Classical tournament ","Mickakelly","Sergey0506","1-0","2016.07.01","13:05:37","1651","1421","6.0","-6.0","C41","Philidor Defense #3","600+0","Normal","1. e4 e5 2. Nf3 d6 3. Bc4 h6 4. d4 d5 5. exd5 exd4 6. Nxd4 Qe7+ 7. Be3 c6 8. O-O cxd5 9. Bxd5 Nf6 10. Bc4 Qb4 11. Bb3 Be6 12. c3 Qd6 13. c4 Na6 14. Qf3 Nb4 15. Qxb7 Qd8 16. Rd1 Rb8 17. Qxa7 Nc6 18. Qa4 Bd7 19. Nxc6 Ra8 20. Qb5 Bxc6 21. Rxd8+ Rxd8 22. Qxc6+ Rd7 23. Nc3 Ba3 24. bxa3 Ng4 25. Bc5 Kd8 26. Bb6+ Ke7 27. Re1+ Kf8 28. Qc8+ Rd8 29. Qxd8# 1-0"
" Classical ","ahrabar","jonathanbar","0-1","2016.07.01","13:05:36","1270","1257","-9.0","99.0","C20","King's Pawn Game","900+0","Normal","1. e4 e5 0-1"
" Blitz ","Milosch","Roquamadour","0-1","2016.07.01","13:05:31","1847","1760","-14.0","14.0","B20","Sicilian Defense: Bowdler Attack","300+0","Normal","1. e4 c5 2. Bc4 e6 3. d3 d5 4. exd5 exd5 5. Bb3 Be7 6. h3 Nf6 7. Ne2 O-O 8. O-O Be6 9. Bf4 Nbd7 10. c3 h6 11. Bg3 Nh7 12. f4 Bf5 13. Bh2 Nb6 14. g4 Bd7 15. Ng3 Qc8 16. Qf3 Bc6 17. Qf2 c4 18. dxc4 dxc4 19. Bc2 Bb5 20. Nd2 Bc5 21. Qxc5 Qxc5+ 22. Rf2 Nd5 23. Nf5 Nhf6 24. Nd4 Ba6 25. g5 hxg5 26. fxg5 Nh5 27. Bd1 g6 28. Bf3 Rfe8 29. Ne4 Qb6 30. Raf1 Rad8 31. Bxh5 Rxe4 32. Bf3 Ne3 33. Bxe4 Nxf1 34. Rxf1 Rxd4 35. cxd4 Qxd4+ 36. Kg2 Qxe4+ 37. Kg3 Qd3+ 38. Rf3 Qd6+ 39. Kg2 Qd5 40. Kg3 b5 41. h4 Bb7 42. Rf2 Qd3+ 43. Kg4 Qe3 44. Rf4 Qe2+ 45. Kh3 Qxb2 46. Bg3 Qxa2 47. Rd4 Qb3 48. Rd8+ Kh7 49. Rd7 Bc8 0-1"
" Blitz ","GMaster2874","pierresales","1-0","2016.07.01","13:05:28","2058","2091","12.0","-12.0","A00","Clemenz Opening","180+0","Normal","1. h3 d5 2. a3 Nf6 3. d3 c5 4. Nc3 Nc6 5. Nb1 e5 6. Nd2 d4 7. Nb1 Be7 8. Nf3 Be6 9. Ng1 h6 10. e4 a6 11. Ne2 b5 12. f4 exf4 13. Nxf4 Bd7 14. Be2 Ne5 15. O-O O-O 16. Nd2 Rc8 17. Nf3 Bd6 18. Nxe5 Bxe5 19. Nh5 Nxh5 20. Bxh5 Qh4 21. Bg4 Qg3 22. Bxd7 Qh2+ 23. Kf2 Bg3+ 24. Kf3 Rcd8 25. Bg4 Rd6 26. Rh1 Rf6+ 27. Bf5 g6 28. Rxh2 Bxh2 29. g4 gxf5 30. gxf5 Kh7 31. Bf4 1-0"
" Classical tournament ","Sparta321","bestq-tol9","0-1","2016.07.01","13:05:37","1574","2034","-2.0","2.0","C50","Giuoco Piano","600+0","Normal","1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. a3 Nf6 5. h3 Nxe4 6. Nc3 Nxc3 7. dxc3 h6 8. Ba2 d6 9. Qe2 O-O 10. Be3 Bxe3 11. Qxe3 Be6 12. Bxe6 fxe6 13. O-O-O Ne7 14. Kb1 Nd5 15. Qd2 Qf6 16. g4 Qxf3 17. c4 Nb6 18. g5 Qxf2 19. Qd3 Qf3 20. Qg6 Qf5 21. Qh5 Nxc4 22. gxh6 Qxh5 23. hxg7 Rf2 24. Rhg1 Qf5 25. h4 Qxc2+ 0-1"
" Blitz ","Fichtenholz","Valdemarro","1-0","2016.07.01","13:05:38","1726","1682","10.0","-10.0","C02","French Defense: Advance Variation","180+2","Normal","1. e4 e6 2. d4 d5 3. e5 c5 4. c3 Nc6 5. Bb5 Qa5 6. a4 a6 7. Bxc6+ bxc6 8. Bd2 cxd4 9. cxd4 Qc7 10. Nf3 a5 11. O-O c5 12. Qb3 Rb8 13. Qc2 c4 14. b3 Rxb3 15. Na3 Bb4 16. Nb5 Qd7 17. Nd6+ Bxd6 18. exd6 Qxd6 19. Bxa5 Nf6 20. Rab1 Qb8 21. Nd2 O-O 22. Nxb3 cxb3 23. Rxb3 Qf4 24. g3 Qxd4 25. Rb8 Bd7 26. Rxf8+ Kxf8 27. Qc7 Qxa4 28. Qd8+ Be8 29. Bc3 Ne4 30. Ra1 Qc6 31. Bb4+ Kg8 32. Ra8 Qc1+ 33. Kg2 g6 34. Qxe8+ Kg7 35. Qg8+ Kf6 36. Qh8+ Kg5 37. Qxh7 Qc2 38. Qh4+ Kf5 39. Qf4# 1-0"
" Bullet ","Philipp_Stuttgart","iran-man","1-0","2016.07.01","13:05:38","1989","1941","9.0","-10.0","A01","Nimzo-Larsen Attack","60+0","Time forfeit","1. b3 e6 2. Bb2 Be7 3. e3 Bf6 4. Nc3 b5 5. f4 b4 6. Na4 Bxb2 7. Nxb2 c5 8. Nf3 d5 9. Nd3 Qd6 10. Nde5 Ba6 11. Bxa6 Nxa6 12. Qe2 Nc7 13. a3 f6 14. Nh4 g5 15. Qh5+ Ke7 16. Nhg6+ hxg6 17. Nxg6+ Kd7 18. Qxh8 Ne7 19. Qxf6 Nxg6 20. Qxg6 gxf4 21. O-O Re8 22. Rxf4 Re7 23. Rf7 Nb5 24. Rxe7+ Qxe7 25. Rf1 Kd6 26. Rf7 Qe8 27. Qg3+ Kc6 28. Qf4 e5 29. Qf6+ Nd6 30. Rxa7 1-0"
" Bullet ","sfb123","territoire_ennemi","0-1","2016.07.01","13:05:38","1460","1760","-4.0","3.0","A04","Zukertort Opening: Kingside Fianchetto","60+0","Time forfeit","1. Nf3 g6 2. b3 e6 3. Bb2 f6 4. Ng5 Bg7 5. Ne4 d5 6. Nc5 Qd6 7. Ba3 Qe5 8. c3 b6 9. d4 Qf4 10. Nd3 Qg5 11. g3 f5 12. Bg2 Qd8 13. f4 Ba6 14. Ne5 Bxe5 15. fxe5 Nd7 16. Nd2 Ne7 17. O-O Nc6 18. Rf4 b5 19. Nf3 g5 20. Nxg5 Qxg5 21. Rh4 h5 22. Bc1 Qg6 23. Bf3 b4 24. Bxh5 Rxh5 25. e3 Rxh4 0-1"
" Blitz ","GertrudeStein","yaz","1-0","2016.07.01","13:05:39","1647","1681","12.0","-12.0","A32","English Opening: Symmetrical Variation, Anti-Benoni Variation, Spielmann Defense","420+1","Normal","1. Nf3 Nf6 2. c4 c5 3. d4 cxd4 4. Nxd4 e6 5. Nc3 a6 6. Bf4 Be7 7. e3 d5 8. Be2 dxc4 9. Bxc4 O-O 10. Qb3 b5 11. Nxe6 Bxe6 12. Bxe6 fxe6 13. Qxe6+ Kh8 14. Rd1 Nbd7 15. Be5 Qc8 16. Qxe7 Re8 17. Bxf6 Rxe7 18. Bxe7 Ne5 19. Rd8+ Qxd8 20. Bxd8 Rxd8 21. O-O Rd2 22. Rd1 1-0"
" Classical tournament ","AO-999","dark_knght","0-1","2016.07.01","13:05:37","1806","2057","-5.0","5.0","C24","Bishop's Opening: Berlin Defense","600+0","Normal","1. e4 e5 2. Bc4 Nf6 3. d3 Bc5 4. h3 d6 5. Nf3 h6 6. a3 a6 7. Nc3 O-O 8. O-O Re8 9. Ne2 Nbd7 10. Ng3 Nf8 11. Nf5 d5 12. Ba2 dxe4 13. dxe4 Qxd1 14. Rxd1 Nxe4 15. Ne3 Ng6 16. Bd2 Nxd2 17. Rxd2 Be6 18. Bxe6 Rxe6 19. Rad1 Rae8 20. Nh2 Bxe3 21. fxe3 f5 22. c4 e4 23. Rd8 Ne5 24. b3 Kf7 25. Rxe8 Rxe8 26. g3 Re6 27. c5 Ke7 28. b4 Nc4 29. a4 Nxe3 30. Re1 Nc2 31. Rb1 Nd4 32. Kf1 Rc6 33. Kf2 g5 34. Ke3 Ne6 35. g4 Kf6 36. gxf5 Kxf5 37. Ng4 Nf4 38. Nxh6+ Rxh6 39. c6 Rxh3+ 40. Kd4 Rd3+ 41. Kc4 bxc6 42. b5 cxb5+ 43. axb5 axb5+ 44. Rxb5+ Kg4 45. Kc5 Rd5+ 46. Kc6 Rxb5 47. Kxb5 e3 0-1"
" Classical ","prasenjitdey800","Simpic","1-0","2016.07.01","13:05:37","1810","1689","8.0","-8.0","C50","Italian Game: Schilling-Kostic Gambit","600+0","Normal","1. e4 e5 2. Nf3 Nc6 3. Bc4 Nd4 4. d3 Nxf3+ 5. Qxf3 Nh6 6. Bxh6 f6 7. Be3 c6 8. Nc3 Qa5 9. O-O b5 10. Bb3 b4 11. Ne2 c5 12. Bg5 Be7 13. Bd2 Ba6 14. a3 Qb6 15. axb4 cxb4 16. Be3 Qc7 17. Rxa6 Bc5 18. Bxc5 Qxc5 19. Qe3 Qc8 20. Rfa1 Rb8 21. Qxa7 Ke7 22. R1a5 h5 23. Qc5+ Qxc5 24. Rxc5 d6 25. Rc7+ Kd8 26. Raa7 Rc8 27. Re7 Rb8 28. Rad7+ Kc8 29. Be6 Ra8 30. Ra7+ Kb8 31. Reb7# 1-0"
" Classical tournament ","Hotrik","Illogicalism","1-0","2016.07.01","13:05:37","1915","1585","3.0","-7.0","B15","Caro-Kann Defense","600+0","Normal","1. e4 c6 2. d4 d5 3. Nc3 e6 4. e5 f6 5. f4 Bb4 6. Bd3 Nd7 7. Nf3 c5 8. O-O cxd4 9. Nxd4 Qb6 10. Be3 Bc5 11. Ncb5 fxe5 12. Qh5+ g6 13. Bxg6+ Kd8 14. fxe5 Bxd4 15. Nxd4 Qxb2 16. Nxe6+ Ke7 1-0"
" Bullet ","Sonicboom","beknuramangeldiev","1-0","2016.07.01","13:05:26","1580","1275","3.0","-11.0","C55","Italian Game: Anti-Fried Liver Defense","120+1","Time forfeit","1. e4 e5 2. Nf3 Nc6 3. Bc4 h6 4. O-O Nf6 5. Nc3 Bb4 6. a3 Bxc3 7. bxc3 Nxe4 8. Re1 d5 9. Ba2 f6 10. d4 exd4 11. cxd4 Bf5 12. c4 dxc4 13. Bxc4 Qd7 14. Nh4 1-0"
" Bullet ","kfaq95","eugen66","1-0","2016.07.01","13:05:26","1698","1676","10.0","-10.0","B20","Sicilian Defense: Mengarini Variation","60+1","Time forfeit","1. e4 c5 2. a3 Nc6 3. b4 cxb4 4. axb4 e5 5. b5 Nd4 6. c3 Ne6 7. d4 exd4 8. cxd4 Nf6 9. d5 Nc5 10. e5 Ng8 11. d6 g6 12. Nf3 Bg7 13. Qd5 Ne6 14. Bc4 Nh6 15. O-O O-O 16. Nc3 Rb8 17. Rxa7 b6 18. Ne4 Nf5 19. Bg5 Nxg5 20. Nfxg5 h6 21. Nxf7 Qh4 22. Nxh6+ Kh7 23. Nf7 1-0"
" Blitz ","clawhammer","akiryakakis","1-0","2016.07.01","13:05:39","1467","1159","3.0","-5.0","B20","Sicilian Defense: Staunton-Cochrane Variation","180+0","Normal","1. e4 c5 2. c4 g6 3. d4 d6 4. d5 Bg7 5. f4 Nf6 6. Nd2 1-0"
" Bullet ","siarhei","maslick","0-1","2016.07.01","13:05:35","1626","1692","-10.0","9.0","C23","Bishop's Opening","60+0","Time forfeit","1. e4 { [%eval 0.26] } 1... e5 { [%eval 0.24] } 2. Bc4 { [%eval 0.09] } 2... b6?! { [%eval 0.85] } 3. Nc3 { [%eval 0.65] } 3... Nf6 { [%eval 0.79] } 4. d3 { [%eval 0.42] } 4... h6 { [%eval 0.78] } 5. Be3?! { [%eval 0.19] } 5... Bb4 { [%eval 0.36] } 6. Nf3 { [%eval 0.02] } 6... c5? { [%eval 1.37] } 7. a3? { [%eval 0.0] } 7... Bxc3+ { [%eval 0.02] } 8. bxc3 { [%eval 0.02] } 8... O-O?! { [%eval 0.89] } 9. d4? { [%eval -0.22] } 9... Bb7 { [%eval 0.21] } 10. dxe5 { [%eval 0.05] } 10... Ne8? { [%eval 1.1] } 11. O-O?! { [%eval 0.41] } 11... Kh8? { [%eval 1.62] } 12. Bd5 { [%eval 1.36] } 12... Bxd5 { [%eval 1.66] } 13. exd5 { [%eval 1.57] } 13... d6 { [%eval 1.51] } 14. e6?! { [%eval 0.56] } 14... fxe6 { [%eval 0.7] } 15. dxe6 { [%eval 0.77] } 15... Qe7 { [%eval 0.9] } 16. Re1 { [%eval 0.96] } 16... Na6 { [%eval 1.08] } 17. Bf4?? { [%eval -2.45] } 17... Rxf4 { [%eval -2.31] } 18. Nd2? { [%eval -3.51] } 18... Nec7 { [%eval -3.08] } 19. Qh5?! { [%eval -3.82] } 19... Raf8 { [%eval -3.77] } 20. Nf3 { [%eval -4.25] } 20... R4f5 { [%eval -3.77] } 21. Qg4 { [%eval -3.94] } 21... Nxe6? { [%eval -2.03] } 22. Qh3?? { [%eval -5.17] } 22... Qf6 { [%eval -5.33] } 23. Nh4 { [%eval -5.58] } 23... Rh5?! { [%eval -4.64] } 24. g3? { [%eval -5.96] } 24... g5?? { [%eval -2.46] } 25. Rxe6? { [%eval -4.75] } 25... Qxf2+ { [%eval -4.6] } 26. Kh1 { [%eval -4.45] } 26... gxh4 { [%eval -4.53] } 27. Rg1?? { [%eval #-7] } 27... Qf3+ { [%eval #-6] } 28. Qg2 { [%eval #-4] } 28... Qxg2+?? { [%eval -4.72] } 29. Kxg2 { [%eval -4.56] } 29... hxg3 { [%eval -4.43] } 30. Kxg3?? { [%eval -14.9] } 30... Rg5+ { [%eval -14.09] } 31. Kh3 { [%eval -13.03] } 31... Rxg1 { [%eval -11.88] } 32. Rxh6+?! { [%eval #-5] } 32... Kg7 { [%eval #-4] } 33. Rh4 { [%eval #-1] } 33... Rf6?! { [%eval -59.16] } 34. Rg4+ { [%eval -51.35] } 34... Rg6 { [%eval -50.43] } 0-1"
